Name,Team,POS,playerStatsSnapsOffenseTotal,PlayActionLabel,PressuredLabel,BlitzedLabel,RoutesTotal,TargetsTotal,TargetsContestedLabel,TargetsCatchableLabel,TargetsCatchableTotal,TargetsCatchablePercentage,TargetsPerRoute,ReceptionsTotal,ReceptionsPercentage,YardsTotal,YardsAfterCatchTotal,YardsAfterContactTotal,YardsAirTotal,AlignmentWideRoutesPercentage,TargetedReadFirstTotal,TargetedReadDesignTotal,TargetedReadDesignPercentage,AverageDepthOfTarget,PasserRatingWhenTargeted,AveragesPerRouteYardsTotal,AveragesPerTargetYardsTotal,AveragesPerTargetYardsOverExpected,AveragesPerReceptionYardsTotal,AveragesPerReceptionYardsAfterCatch,AveragesPerReceptionYardsAfterContact,playerStatsXfpPprTotal,playerStatsXfpPprReceiving,playerStatsOffenseThreatsPercentage,playerStatsFantasyPointsNonPpr,playerStatsFantasyPointsPpr,playerStatsFantasyPointsHalfPpr,playerStatsFantasyPointsHalfPprRb,playerStatsFantasyPointsPprTe,playerStatsFantasyPointsDraftKings,playerStatsFantasyPointsFanDuel,playerStatsFantasyPointsCbs,playerStatsFantasyPointsNfl,playerStatsFantasyPointsEspn,playerStatsFantasyPointsYahoo,playerStatsFantasyPointsFfpc,playerStatsFantasyPointsNffc,playerStatsGamesPlayed,AlignmentBackfieldRoutesPercentage,playerStatsFirstDownsReceiving,TouchdownsTotal,MissedTacklesForcedTotal,MissedTacklesForcedPerReception,AlignmentSlotRoutesPercentage,playerStatsInside20ReceivingTargetsTotal,TargetsContestedTotal,ReceptionsContested,DropsTotal,AveragesPerTargetDropsTotal,AlignmentInlineRoutesPercentage,ReceptionsHero
Pharaoh Brown,SEA,TE,17,Yes,No,No,6,2,No,Yes,2,1,0.3333,2,1,7,8,2,-1,,2,2,1,-0.5,81.3,1.1667,3.5,-1.5952,3.5,4,1,3.0909,3.0909,0.1176,-0.3,1.7,0.7,1.7,2.7,1.7,-0.3,0.7,0.7,0.7,-0.3,2.7,0.7,15,,,,,,0.6667,,,,,,0.3333,
Rico Dowdle,DAL,RB,38,No,No,No,21,11,No,Yes,10,0.9091,0.5238,9,0.8182,48,84,22,-47,,11,11,1,-4.2727,115.2,2.2857,4.3636,-1.2451,5.3333,9.3333,2.4444,18.0035,18.0035,0.2895,10.8,19.8,15.3,24.3,19.8,19.8,15.3,19.8,19.8,19.8,15.3,19.8,19.8,16,0.8571,3,1,2,0.2222,0.1429,4,,,1,0.0909,,
Chris Olave,NO,WR,18,Yes,No,No,8,3,No,No,3,1,0.375,3,1,,7,3,-7,0.75,3,3,1,-2.3333,79.2,,,-5.3847,,2.3333,1,4.707,4.707,0.1667,,3,1.5,3,3,3,1.5,3,3,3,1.5,3,3,8,,,,,,0.25,,,,,,,
Ricky Pearsall,SF,WR,24,No,No,No,6,2,No,Yes,2,1,0.3333,2,1,7,15,4,-8,1,2,2,1,-4,81.3,1.1667,3.5,-0.9851,3.5,7.5,2,5.9894,5.9894,0.0833,0.7,2.7,1.7,2.7,2.7,2.7,1.7,2.7,2.7,2.7,1.7,2.7,2.7,11,,,,,,,1,,,,,,
Jeremy McNichols,WAS,RB,16,No,No,No,6,2,No,Yes,2,1,0.3333,2,1,-2,8,,-10,0.1667,2,2,1,-5,79.2,-0.3333,-1,-6.3296,-1,4,,3.0265,3.0265,0.125,-0.2,1.8,0.8,2.8,1.8,1.8,0.8,1.8,1.8,1.8,0.8,1.8,1.8,17,0.6667,,,,,0.1667,,,,,,,
Jerome Ford,CLV,RB,24,No,No,No,17,15,No,Yes,15,1,0.8824,14,0.9333,87,142,40,-58,,15,15,1,-3.8667,90.8,5.1176,5.8,0.1532,6.2143,10.1429,2.8571,22.905,22.905,0.625,8.7,22.7,15.7,29.7,22.7,22.7,15.7,22.7,22.7,22.7,15.7,22.7,22.7,14,0.9412,4,,3,0.2143,0.0588,1,,,1,0.0667,,
George Pickens,PIT,WR,28,Yes,No,No,15,6,No,Yes,6,1,0.4,6,1,28,42,5,-14,0.8667,6,6,1,-2.3333,125.7,1.8667,4.6667,-0.145,4.6667,7,0.8333,9.053,9.053,0.2143,8.8,14.8,11.8,14.8,14.8,14.8,11.8,14.8,14.8,14.8,11.8,14.8,14.8,14,,2,1,1,0.1667,0.1333,2,,,,,,
Jermaine Burton,CIN,WR,3,Yes,No,Yes,2,,No,Yes,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,
Josh Jacobs,GB,RB,43,No,No,No,22,14,No,Yes,14,1,0.6364,14,1,114,180,77,-66,0.0909,14,14,1,-4.7143,124.4,5.1818,8.1429,2.5316,8.1429,12.8571,5.5,23.3533,23.3533,0.3256,17.4,31.4,24.4,38.4,31.4,34.4,27.4,31.4,31.4,31.4,24.4,31.4,31.4,17,0.8182,7,1,7,0.5,0.0909,2,1,1,,,,
Cade Stover,HST,TE,17,No,No,No,4,2,No,No,2,1,0.5,2,1,12,16,5,-4,0.25,2,2,1,-2,91.7,3,6,0.1873,6,8,2.5,2.4998,2.4998,0.1176,1.2,3.2,2.2,3.2,4.2,3.2,2.2,3.2,3.2,3.2,2.2,4.2,3.2,15,,,,,,0.25,,,,,,0.5,
Jaylen Waddle,MIA,WR,62,Yes,No,No,26,9,No,Yes,9,1,0.3462,9,1,21,60,9,-39,0.6923,9,9,1,-4.3333,79.2,0.8077,2.3333,-2.0475,2.3333,6.6667,1,13.5204,13.5204,0.1452,2.1,11.1,6.6,11.1,11.1,11.1,6.6,11.1,11.1,11.1,6.6,11.1,11.1,15,,,,1,0.1111,0.3077,2,,,,,,
Scott Miller,PIT,WR,7,No,No,No,2,,No,Yes,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,
Tee Higgins,CIN,WR,21,Yes,No,No,12,,No,Yes,,,,,,,,,,0.6667,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,0.3333,,,,,,,
Rashod Bateman,BLT,WR,49,No,No,Yes,19,,No,Yes,,,,,,,,,,0.9474,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,,,,,0.0526,,,,,,,
Grant Calcaterra,PHI,TE,11,Yes,No,No,2,,No,Yes,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,,,,,0.5,,,,,,,
Clyde Edwards-Helaire,NO,RB,1,No,No,No,1,1,No,Yes,1,1,1,1,1,2,5,2,-3,,1,1,1,-3,79.2,2,2,-4.1191,2,5,2,1.6239,1.6239,1,0.2,1.2,0.7,1.7,1.2,1.2,0.7,1.2,1.2,1.2,0.7,1.2,1.2,2,1,,,,,,,,,,,,
Hayden Hurst,LAC,TE,12,Yes,No,Yes,4,2,No,Yes,1,0.5,0.5,1,0.5,7,5,,-1,,2,2,1,-0.5,58.3,1.75,3.5,-2.6176,7,5,,3.0505,3.0505,0.1667,0.7,1.7,1.2,1.7,2.2,1.7,1.2,1.7,1.7,1.7,1.2,2.2,1.7,9,,,,,,0.5,,,,,,0.5,
Ryan Flournoy,DAL,WR,11,No,No,No,4,1,No,Yes,1,1,0.25,1,1,13,15,8,-2,0.5,1,1,1,-2,118.8,3.25,13,7.5009,13,15,8,1.565,1.565,0.0909,1.3,2.3,1.8,2.3,2.3,2.3,1.8,2.3,2.3,2.3,1.8,2.3,2.3,11,,1,,,,0.5,,,,,,,
Mike Gesicki,CIN,TE,12,Yes,No,No,3,1,No,Yes,1,1,0.3333,1,1,5,7,2,-2,0.3333,1,1,1,-2,87.5,1.6667,5,0.1489,5,7,2,1.5067,1.5067,0.0833,0.5,1.5,1,1.5,2,1.5,1,1.5,1.5,1.5,1,2,1.5,17,,,,,,0.6667,,,,,,,
D'Onta Foreman,CLV,RB,8,No,No,Yes,2,1,No,Yes,1,1,0.5,1,1,16,18,1,-2,,1,1,1,-2,118.8,8,16,9.802,16,18,1,1.5361,1.5361,0.125,1.6,2.6,2.1,3.1,2.6,2.6,2.1,2.6,2.6,2.6,2.1,2.6,2.6,11,1,1,,,,,,,,,,,
Deebo Samuel,SF,WR,36,No,No,No,24,20,No,No,20,1,0.8333,19,0.95,143,192,49,-51,0.5,20,20,1,-2.55,113.1,5.9583,7.15,2.1187,7.5263,10.1053,2.5789,33.8234,33.8234,0.5556,20.3,39.3,29.8,39.3,39.3,42.3,32.8,39.3,39.3,39.3,29.8,39.3,39.3,15,0.0833,6,1,5,0.2632,0.4167,6,,,1,0.05,,
Julius Chestnut,TEN,RB,6,No,No,No,1,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,1,,,,,,,,,,,,
Wan'Dale Robinson,NYG,WR,50,Yes,No,No,30,17,No,Yes,16,0.9412,0.5667,16,0.9412,55,104,35,-54,0.1667,17,17,1,-3.1765,55.6,1.8333,3.2353,-1.6855,3.4375,6.5,2.1875,26.9644,26.9644,0.34,5.5,21.5,13.5,21.5,21.5,21.5,13.5,21.5,21.5,21.5,13.5,21.5,21.5,17,,1,,1,0.0625,0.8333,4,,,,,,
Devin Duvernay,JAX,WR,16,Yes,No,No,9,5,No,No,5,1,0.5556,5,1,47,58,15,-11,0.1111,5,5,1,-2.2,105.8,5.2222,9.4,4.4567,9.4,11.6,3,7.5502,7.5502,0.3125,4.7,9.7,7.2,9.7,9.7,9.7,7.2,9.7,9.7,9.7,7.2,9.7,9.7,13,,2,,,,0.8889,1,,,,,,
Ben Skowronek,PIT,WR,4,Yes,No,No,1,,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,1,,,,,,,,,,,,
Trey Benson,ARZ,RB,7,No,No,No,4,2,No,Yes,2,1,0.5,2,1,24,31,,-7,,2,2,1,-3.5,116.7,6,12,6.1555,12,15.5,,2.8529,2.8529,0.2857,2.4,4.4,3.4,5.4,4.4,4.4,3.4,4.4,4.4,4.4,3.4,4.4,4.4,13,1,1,,,,,,,,,,,
Kimani Vidal,LAC,RB,5,Yes,No,Yes,4,,No,Yes,,,,,,,,,,,,,,,,,,,,,,1.6816,1.6816,,,,,,,,,,,,,,,10,0.75,,,,,0.25,,,,,,,
Mason Tipton,NO,WR,21,No,No,No,7,,No,Yes,,,,,,,,,,0.5714,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,0.4286,,,,,,,
Derius Davis,LAC,WR,13,Yes,No,Yes,12,5,No,Yes,5,1,0.4167,5,1,29,50,11,-21,0.4167,5,5,1,-4.2,90.8,2.4167,5.8,1.354,5.8,10,2.2,7.7523,7.7523,0.3846,2.9,7.9,5.4,7.9,7.9,7.9,5.4,7.9,7.9,7.9,5.4,7.9,7.9,15,,1,,1,0.2,0.5833,1,1,1,,,,
Mike Williams,PIT,WR,36,Yes,No,No,10,,No,Yes,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,,,0.5,,,,,,,
Devin Thompkins,CAR,WR,5,No,No,No,4,3,No,Yes,3,1,0.75,3,1,13,27,2,-14,,3,3,1,-4.6667,84.7,3.25,4.3333,0.3445,4.3333,9,0.6667,5.8079,5.8079,0.6,1.3,4.3,2.8,4.3,4.3,4.3,2.8,4.3,4.3,4.3,2.8,4.3,4.3,7,0.25,1,,,,0.75,1,,,,,,
Kylen Granson,IND,TE,18,Yes,No,No,2,2,No,No,2,1,1,2,1,19,28,8,-9,,2,2,1,-4.5,106.3,9.5,9.5,4.1451,9.5,14,4,3.1579,3.1579,0.1111,1.9,3.9,2.9,3.9,4.9,3.9,2.9,3.9,3.9,3.9,2.9,4.9,3.9,17,,1,,,,,1,,,,,1,
Rhamondre Stevenson,NE,RB,31,Yes,No,Yes,21,12,No,Yes,11,0.9167,0.5714,10,0.8333,38,68,8,-36,0.0476,12,12,1,-3,79.9,1.8095,3.1667,-2.6156,3.8,6.8,0.8,20.4133,20.4133,0.3871,3.8,13.8,8.8,18.8,13.8,13.8,8.8,13.8,13.8,13.8,8.8,13.8,13.8,15,0.8571,1,,,,0.0476,3,,,1,0.0833,0.0476,
Brenton Strange,JAX,TE,30,Yes,No,No,9,2,No,No,2,1,0.2222,2,1,14,15,6,-1,,2,2,1,-0.5,95.8,1.5556,7,1.6867,7,7.5,3,2.941,2.941,0.0667,1.4,3.4,2.4,3.4,4.4,3.4,2.4,3.4,3.4,3.4,2.4,4.4,3.4,17,0.1111,,,,,0.4444,,,,,,0.4444,
Travis Kelce,KC,TE,64,No,No,No,21,12,No,Yes,12,1,0.5714,12,1,57,81,16,-24,0.381,12,12,1,-2,86.5,2.7143,4.75,-0.5275,4.75,6.75,1.3333,23.6026,23.6026,0.1875,5.7,17.7,11.7,17.7,23.7,17.7,11.7,17.7,17.7,17.7,11.7,23.7,17.7,16,,3,,1,0.0833,0.2857,6,,,,,0.3333,
Cole Kmet,CHI,TE,82,No,No,No,12,6,No,Yes,6,1,0.5,6,1,30,39,10,-9,,6,6,1,-1.5,87.5,2.5,5,-0.253,5,6.5,1.6667,8.4123,8.4123,0.0732,3,9,6,9,12,9,6,9,9,9,6,12,9,17,,1,,,,0.75,1,,,,,0.25,
Demarcus Robinson,LA,WR,41,Yes,No,No,4,,No,Yes,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,,,,,,,,,,,,
Tyreek Hill,MIA,WR,77,Yes,No,No,37,12,No,Yes,12,1,0.3243,11,0.9167,65,97,21,-37,0.5946,12,12,1,-3.0833,89.2,1.7568,5.4167,0.5479,5.9091,8.8182,1.9091,18.7771,18.7771,0.1558,6.5,17.5,12,17.5,17.5,17.5,12,17.5,17.5,17.5,12,17.5,17.5,17,,1,,,,0.4054,1,,,1,0.0833,,
Zack Moss,CIN,RB,9,Yes,No,No,6,4,No,Yes,4,1,0.6667,4,1,33,49,12,-16,0.1667,4,4,1,-4,101,5.5,8.25,2.6432,8.25,12.25,3,5.9547,5.9547,0.4444,3.3,7.3,5.3,9.3,7.3,7.3,5.3,7.3,7.3,7.3,5.3,7.3,7.3,8,0.8333,2,,1,0.25,,,,,,,,
Craig Reynolds,DET,RB,5,No,No,No,2,1,No,Yes,1,1,0.5,1,1,5,9,,-4,0.5,1,1,1,-4,87.5,2.5,5,-0.5699,5,9,,1.7611,1.7611,0.2,0.5,1.5,1,2,1.5,1.5,1,1.5,1.5,1.5,1,1.5,1.5,14,0.5,,,,,,,,,,,,
Johnny Mundt,MIN,TE,22,No,No,No,5,1,No,Yes,1,1,0.2,1,1,13,14,2,-1,0.2,1,1,1,-1,118.8,2.6,13,8.0986,13,14,2,1.498,1.498,0.0455,1.3,2.3,1.8,2.3,2.8,2.3,1.8,2.3,2.3,2.3,1.8,2.8,2.3,17,,1,,,,0.4,,,,,,0.4,
Durham Smythe,MIA,TE,39,Yes,No,No,2,,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,,,,,0.5,,,,,,0.5,
Xavier Legette,CAR,WR,30,No,No,No,12,5,No,Yes,3,0.6,0.4167,3,0.6,12,16,11,-12,0.75,5,5,1,-2.4,64.6,1,2.4,-2.9878,4,5.3333,3.6667,6.7881,6.7881,0.1667,1.2,4.2,2.7,4.2,4.2,4.2,2.7,4.2,4.2,4.2,2.7,4.2,4.2,16,,1,,1,0.3333,0.25,,,,,,,
J.J. Taylor,HST,RB,3,Yes,No,No,2,1,No,Yes,1,1,0.5,,,,,,-5,,1,1,1,-5,39.6,,,-5.8711,,,,1.2596,1.2596,0.3333,,,,,,,,,,,,,,4,0.5,,,,,0.5,,,,1,1,,
Rashid Shaheed,NO,WR,14,No,No,No,6,3,No,No,3,1,0.5,3,1,19,25,1,-6,0.3333,3,3,1,-2,93.1,3.1667,6.3333,0.7967,6.3333,8.3333,0.3333,4.6793,4.6793,0.2143,1.9,4.9,3.4,4.9,4.9,4.9,3.4,4.9,4.9,4.9,3.4,4.9,4.9,6,,1,,,,0.6667,1,,,,,,
Justin Jefferson,MIN,WR,57,No,No,No,28,14,No,Yes,14,1,0.5,14,1,97,130,34,-33,0.5357,14,14,1,-2.3571,95.5,3.4643,6.9286,1.6208,6.9286,9.2857,2.4286,21.942,21.942,0.2456,10.58,24.58,17.58,24.58,24.58,24.58,17.58,24.58,24.58,24.58,17.58,24.8,24.8,17,0.0357,3,,1,0.0714,0.4286,2,,,,,,
Greg Dulcich,NYG,TE,12,Yes,No,No,3,1,No,Yes,1,1,0.3333,1,1,,4,1,-4,0.3333,1,1,1,-4,79.2,,,-6.3364,,4,1,1.3095,1.3095,0.0833,,1,0.5,1,1.5,1,0.5,1,1,1,0.5,1.5,1,9,,,,,,0.3333,,,,,,0.3333,
Brock Wright,DET,TE,26,No,No,No,4,1,No,Yes,1,1,0.25,1,1,16,20,3,-4,,1,1,1,-4,118.8,4,16,9.6636,16,20,3,1.4077,1.4077,0.0385,1.6,2.6,2.1,2.6,3.1,2.6,2.1,2.6,2.6,2.6,2.1,3.1,2.6,17,,1,,1,1,0.25,,,,,,0.75,
A.J. Brown,PHI,WR,19,No,No,No,3,,No,Yes,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,
Jamaal Williams,NO,RB,8,No,No,No,2,1,No,Yes,1,1,0.5,1,1,,6,1,-6,,1,1,1,-6,79.2,,,-5.0893,,6,1,0.9524,0.9524,0.125,,1,0.5,1.5,1,1,0.5,1,1,1,0.5,1,1,14,,,,,,1,,,,,,,
Luke McCaffrey,WAS,WR,26,No,No,No,8,4,No,Yes,4,1,0.5,4,1,28,41,8,-13,0.25,4,4,1,-3.25,95.8,3.5,7,2.1149,7,10.25,2,5.9979,5.9979,0.1538,2.8,6.8,4.8,6.8,6.8,6.8,4.8,6.8,6.8,6.8,4.8,6.8,6.8,17,,1,,1,0.25,0.75,,,,,,,
Brandin Cooks,DAL,WR,22,No,No,No,5,1,No,Yes,1,1,0.2,1,1,3,6,3,-3,0.8,1,1,1,-3,79.2,0.6,3,-1.9408,3,6,3,1.435,1.435,0.0455,0.3,1.3,0.8,1.3,1.3,1.3,0.8,1.3,1.3,1.3,0.8,1.3,1.3,10,,,,,,0.2,,,,,,,
David Njoku,CLV,TE,17,No,No,No,7,6,No,Yes,6,1,0.8571,5,0.8333,57,69,27,-16,,6,6,1,-2.6667,106.3,8.1429,9.5,3.9764,11.4,13.8,5.4,10.6294,10.6294,0.3529,5.7,10.7,8.2,10.7,13.2,10.7,8.2,10.7,10.7,10.7,8.2,13.2,10.7,11,,2,,1,0.2,0.2857,,,,1,0.1667,0.7143,
Brock Bowers,LV,TE,35,Yes,No,Yes,18,11,No,Yes,10,0.9091,0.6111,10,0.9091,24,55,14,-35,0.1667,11,11,1,-3.1818,79.2,1.3333,2.1818,-3.4219,2.4,5.5,1.4,20.7137,20.7137,0.3143,2.4,12.4,7.4,12.4,17.4,12.4,7.4,12.4,12.4,12.4,7.4,17.4,12.4,17,,1,,,,0.5,1,,,,,0.3333,
Jalin Hyatt,NYG,WR,14,Yes,No,No,6,,No,Yes,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,,,,,,,,,,
Isaac Guerendo,SF,RB,14,No,No,No,7,4,No,Yes,4,1,0.5714,4,1,3,21,14,-18,,4,4,1,-4.5,79.2,0.4286,0.75,-4.9705,0.75,5.25,3.5,5.712,5.712,0.2857,0.3,4.3,2.3,6.3,4.3,4.3,2.3,4.3,4.3,4.3,2.3,4.3,4.3,16,0.8571,,,2,0.5,0.1429,,,,,,,
Ryan Miller,TB,WR,23,No,No,No,4,1,No,Yes,1,1,0.25,1,1,1,3,,-2,0.5,1,1,1,-2,79.2,0.25,1,-4.4991,1,3,,1.4365,1.4365,0.0435,0.1,1.1,0.6,1.1,1.1,1.1,0.6,1.1,1.1,1.1,0.6,1.1,1.1,11,,,,,,0.5,,,,,,,
Lucas Krull,DEN,TE,29,Yes,No,No,4,1,No,Yes,1,1,0.25,1,1,3,8,,-5,0.25,1,1,1,-5,79.2,0.75,3,-1.3733,3,8,,1.4368,1.4368,0.0357,0.3,1.3,0.8,1.3,1.8,1.3,0.8,1.3,1.3,1.3,0.8,1.8,1.3,13,,,,,,0.5,,,,,,0.25,
Tyler Johnson,LA,WR,12,Yes,No,No,4,1,No,Yes,1,1,0.25,1,1,2,5,1,-3,0.5,1,1,1,-3,79.2,0.5,2,-2.9408,2,5,1,1.7436,1.7436,0.0833,0.2,1.2,0.7,1.2,1.2,1.2,0.7,1.2,1.2,1.2,0.7,1.2,1.2,15,,,,1,1,0.5,1,,,,,,
Chig Okonkwo,TEN,TE,31,No,No,No,12,8,No,No,7,0.875,0.6667,7,0.875,18,35,12,-18,0.25,8,8,1,-2.25,79.2,1.5,2.25,-2.8698,2.5714,5,1.7143,11.4303,11.4303,0.2581,0.8,7.8,4.3,7.8,11.3,7.8,3.3,6.8,6.8,6.8,3.3,11.3,6.8,17,,,,1,0.1429,0.4167,1,,,,,0.3333,
Gerald Everett,CHI,TE,17,No,No,No,5,3,No,Yes,3,1,0.6,3,1,3,16,1,-13,0.2,3,3,1,-4.3333,79.2,0.6,1,-5.4395,1,5.3333,0.3333,4.2429,4.2429,0.1765,0.3,3.3,1.8,3.3,4.8,3.3,1.8,3.3,3.3,3.3,1.8,4.8,3.3,17,0.2,,,,,0.4,,,,,,0.2,
Ray Davis,BUF,RB,10,Yes,No,No,6,,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,0.6667,,,,,0.1667,,,,,,0.1667,
JuJu Smith-Schuster,KC,WR,38,Yes,No,No,11,4,No,Yes,4,1,0.3636,4,1,32,50,16,-18,0.2727,4,4,1,-4.5,100,2.9091,8,3.6099,8,12.5,4,6.554,6.554,0.1053,3.2,7.2,5.2,7.2,7.2,7.2,5.2,7.2,7.2,7.2,5.2,7.2,7.2,14,,1,,1,0.25,0.6364,2,,,,,0.0909,
DeeJay Dallas,ARZ,RB,4,No,No,No,3,2,No,Yes,2,1,0.6667,2,1,10,20,4,-10,,2,2,1,-5,87.5,3.3333,5,-0.3296,5,10,2,2.8621,2.8621,0.5,1,3,2,4,3,3,2,3,3,3,2,3,3,16,1,,,,,,,,,,,,
Tony Pollard,TEN,RB,31,No,No,No,17,15,No,No,15,1,0.8824,12,0.8,67,126,33,-71,,15,15,1,-4.7333,85.3,3.9412,4.4667,-1.0291,5.5833,10.5,2.75,25.8167,25.8167,0.4839,6.7,18.7,12.7,24.7,18.7,18.7,12.7,18.7,18.7,18.7,12.7,18.7,18.7,16,0.8235,4,,1,0.0833,0.1176,3,1,,2,0.1333,0.0588,
Romeo Doubs,GB,WR,55,No,No,No,21,1,No,Yes,1,1,0.0476,1,1,5,6,2,-1,0.9524,1,1,1,-1,87.5,0.2381,5,-1.1699,5,6,2,1.6208,1.6208,0.0182,0.5,1.5,1,1.5,1.5,1.5,1,1.5,1.5,1.5,1,1.5,1.5,13,,,,,,0.0476,,,,,,,
Ladd McConkey,LAC,WR,26,Yes,No,Yes,10,3,No,Yes,3,1,0.3,3,1,5,16,2,-11,0.5,3,3,1,-3.6667,79.2,0.5,1.6667,-2.9703,1.6667,5.3333,0.6667,7.7135,7.7135,0.1154,0.5,3.5,2,3.5,3.5,3.5,2,3.5,3.5,3.5,2,3.5,3.5,16,,,,,,0.5,,,,,,,
Alex Bachman,LV,WR,8,Yes,No,No,4,1,No,Yes,1,1,0.25,1,1,2,,,2,0.5,1,1,1,2,79.2,0.5,2,-3.3344,2,,,1.4847,1.4847,0.125,0.2,1.2,0.7,1.2,1.2,1.2,0.7,1.2,1.2,1.2,0.7,1.2,1.2,5,,,,,,0.5,,,,,,,
Nick Vannett,TEN,TE,14,No,No,No,4,3,No,No,3,1,0.75,3,1,29,41,5,-12,,3,3,1,-4,106.9,7.25,9.6667,3.3843,9.6667,13.6667,1.6667,4.3953,4.3953,0.2143,2.9,5.9,4.4,5.9,7.4,5.9,4.4,5.9,5.9,5.9,4.4,7.4,5.9,17,,1,,,,,,,,,,1,
Jordan Akins,CLV,TE,21,No,No,Yes,9,6,No,Yes,6,1,0.6667,6,1,40,59,14,-19,,6,6,1,-3.1667,94.4,4.4444,6.6667,1.3096,6.6667,9.8333,2.3333,11.0971,11.0971,0.2857,4,10,7,10,13,10,7,10,10,10,7,13,10,17,,1,,,,0.3333,1,,,,,0.6667,
CeeDee Lamb,DAL,WR,48,No,No,No,42,22,No,Yes,22,1,0.5238,21,0.9545,159,221,93,-64,0.4048,22,22,1,-2.9091,96.8,3.7857,7.2273,2.1878,7.5714,10.5238,4.4286,34.2652,34.2652,0.4583,15.9,36.9,26.4,36.9,36.9,39.9,29.4,36.9,36.9,36.9,26.4,36.9,36.9,16,0.0476,7,,6,0.2857,0.5476,2,,,1,0.0455,,
Noah Fant,SEA,TE,33,Yes,No,No,12,5,No,Yes,5,1,0.4167,5,1,44,52,14,-8,0.1667,5,5,1,-1.6,103.3,3.6667,8.8,3.4356,8.8,10.4,2.8,7.2667,7.2667,0.1515,4.4,9.4,6.9,9.4,11.9,9.4,6.9,9.4,9.4,9.4,6.9,11.9,9.4,14,,2,,,,0.5,,,,,,0.3333,
Isaiah Likely,BLT,TE,38,No,No,Yes,11,8,No,Yes,7,0.875,0.7273,7,0.875,45,71,13,-24,0.1818,8,8,1,-3,90.1,4.0909,5.625,-0.2935,6.4286,10.1429,1.8571,12.3694,12.3694,0.2105,3.5,10.5,7,10.5,14,10.5,6,9.5,9.5,9.5,6,14,9.5,16,,2,,3,0.4286,0.2727,1,,,,,0.5455,
George Kittle,SF,TE,39,No,No,No,14,8,No,Yes,8,1,0.5714,7,0.875,106,119,16,-14,,8,8,1,-1.75,158.3,7.5714,13.25,8.0129,15.1429,17,2.2857,13.6119,13.6119,0.2051,16.6,23.6,20.1,23.6,27.1,26.6,23.1,23.6,23.6,23.6,20.1,27.1,23.6,15,,4,1,1,0.1429,0.2857,1,,,1,0.125,0.7143,
Keenan Allen,CHI,WR,71,No,No,No,28,8,No,Yes,7,0.875,0.2857,7,0.875,25,49,12,-27,0.5357,8,8,1,-3.375,79.7,0.8929,3.125,-1.6822,3.5714,7,1.7143,11.9362,11.9362,0.1127,2.5,9.5,6,9.5,9.5,9.5,6,9.5,9.5,9.5,6,9.5,9.5,15,,2,,1,0.1429,0.4643,,,,,,,
Dalton Schultz,HST,TE,52,No,No,No,6,1,No,No,1,1,0.1667,1,1,2,3,1,-1,0.1667,1,1,1,-1,79.2,0.3333,2,-2.9014,2,3,1,1.5961,1.5961,0.0192,0.2,1.2,0.7,1.2,1.7,1.2,0.7,1.2,1.2,1.2,0.7,1.7,1.2,17,,,,,,0.1667,1,,,,,0.6667,
Treylon Burks,TEN,WR,13,Yes,No,No,2,,No,Yes,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,
James Cook,BUF,RB,33,Yes,No,No,16,3,No,Yes,2,0.6667,0.1875,1,0.3333,-7,,,-16,0.0625,3,3,1,-5.3333,42.4,-0.4375,-2.3333,-7.5791,-7,,,4.557,4.557,0.0909,-0.7,0.3,-0.2,0.8,0.3,0.3,-0.2,0.3,0.3,0.3,-0.2,0.3,0.3,16,0.75,,,,,0.125,,,,1,0.3333,0.0625,
