Name,Team,POS,playerStatsSnapsOffenseTotal,PlayActionLabel,PressuredLabel,BlitzedLabel,RoutesTotal,TargetsTotal,TargetsContestedLabel,TargetsCatchableLabel,TargetsCatchableTotal,TargetsCatchablePercentage,TargetsPerRoute,ReceptionsTotal,ReceptionsPercentage,YardsTotal,YardsAfterCatchTotal,YardsAfterContactTotal,YardsAirTotal,AlignmentInlineRoutesPercentage,AlignmentSlotRoutesPercentage,AlignmentWideRoutesPercentage,AverageDepthOfTarget,PasserRatingWhenTargeted,AveragesPerRouteYardsTotal,AveragesPerTargetYardsTotal,AveragesPerTargetYardsOverExpected,AveragesPerReceptionYardsTotal,AveragesPerReceptionYardsAfterCatch,AveragesPerReceptionYardsAfterContact,playerStatsXfpPprTotal,playerStatsXfpPprReceiving,playerStatsOffenseThreatsPercentage,playerStatsFantasyPointsNonPpr,playerStatsFantasyPointsPpr,playerStatsFantasyPointsHalfPpr,playerStatsFantasyPointsHalfPprRb,playerStatsFantasyPointsPprTe,playerStatsFantasyPointsDraftKings,playerStatsFantasyPointsFanDuel,playerStatsFantasyPointsCbs,playerStatsFantasyPointsNfl,playerStatsFantasyPointsEspn,playerStatsFantasyPointsYahoo,playerStatsFantasyPointsFfpc,playerStatsFantasyPointsNffc,playerStatsGamesPlayed,TargetedReadFirstTotal,DropsTotal,DeepTargetTargetsTotal,AveragesPerTargetDropsTotal,playerStatsFirstDownsReceiving,playerStatsInside20ReceivingTargetsTotal,AlignmentBackfieldRoutesPercentage,MissedTacklesForcedTotal,MissedTacklesForcedPerReception,TargetsContestedTotal,TargetsInEndzone,ReceptionsContested,ReceptionsHero,TouchdownsTotal,TouchdownsInEndzone,TargetedReadDesignTotal,TargetedReadDesignPercentage
Austin Hooper,NE,TE,58,No,Yes,No,56,17,No,Yes,15,0.8824,0.3036,14,0.8235,104,37,19,82,0.5536,0.2679,0.1786,4.8235,92.2,1.8571,6.1176,-0.5125,7.4286,2.6429,1.3571,24.3196,24.3196,0.2931,10.4,24.4,17.4,24.4,31.4,27.4,20.4,24.4,24.4,24.4,17.4,31.4,24.4,17,14,1,,0.0588,3,1,,1,0.0714,1,,1,,,,,
Justin Watson,KC,WR,70,No,No,No,69,13,No,Yes,12,0.9231,0.1884,11,0.8462,135,42,8,123,0.029,0.3478,0.6232,9.4615,109.9,1.9565,10.3846,2.3904,12.2727,3.8182,0.7273,21.6906,21.6906,0.1857,13.5,24.5,19,24.5,24.5,27.5,22,24.5,24.5,24.5,19,24.5,24.5,17,7,1,1,0.0769,6,2,,,,1,,1,,,,,
Rashee Rice,KC,WR,12,No,Yes,No,12,4,No,No,3,0.75,0.3333,2,0.5,21,7,,40,,0.6667,0.3333,10,26,1.75,5.25,-2.9061,10.5,3.5,,9.0044,9.0044,0.3333,2.1,4.1,3.1,4.1,4.1,4.1,3.1,4.1,4.1,4.1,3.1,4.1,4.1,4,3,,,,1,,,,,1,,,,,,,
Ty Chandler,MIN,RB,9,No,Yes,No,8,,No,Yes,,,,,,,,,,0.25,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,0.625,,,,,,,,,,
Britain Covey,PHI,WR,7,Yes,No,No,7,,No,Yes,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,
De'Von Achane,MIA,RB,61,No,No,Yes,58,4,No,Yes,3,0.75,0.069,3,0.75,34,19,5,30,,0.2069,0.1379,7.5,100,0.5862,8.5,0.9068,11.3333,6.3333,1.6667,6.2552,6.2552,0.0656,3.4,6.4,4.9,7.9,6.4,6.4,4.9,6.4,6.4,6.4,4.9,6.4,6.4,17,2,,,,2,,0.6552,,,,,,,,,,
Mike Evans,TB,WR,53,No,No,Yes,52,22,No,Yes,21,0.9545,0.4231,19,0.8636,189,30,25,196,,0.2885,0.7115,8.9091,102.5,3.6346,8.5909,0.7518,9.9474,1.5789,1.3158,32.567,32.567,0.4151,18.9,37.9,28.4,37.9,37.9,40.9,31.4,37.9,37.9,37.9,28.4,37.9,37.9,14,17,1,,0.0455,8,1,,1,0.0526,4,,4,,,,,
Xavier Smith,LA,WR,1,No,No,No,1,1,No,Yes,1,1,1,1,1,11,6,3,5,,1,,5,112.5,11,11,4.6372,11,6,3,1.5535,1.5535,1,1.1,2.1,1.6,2.1,2.1,2.1,1.6,2.1,2.1,2.1,1.6,2.1,2.1,15,1,,,,1,,,,,,,,,,,,
Kenneth Walker,SEA,RB,60,No,No,Yes,51,5,No,Yes,4,0.8,0.098,4,0.8,36,24,12,14,,0.098,0.2157,2.8,96.7,0.7059,7.2,0.6748,9,6,3,6.9476,6.9476,0.0833,3.6,7.6,5.6,9.6,7.6,7.6,5.6,7.6,7.6,7.6,5.6,7.6,7.6,11,1,,,,2,,0.6863,,,,,,,,,,
Keon Coleman,BUF,WR,48,No,Yes,No,48,14,No,Yes,12,0.8571,0.2917,11,0.7857,139,56,50,120,,0.1667,0.8333,8.5714,131.8,2.8958,9.9286,2.202,12.6364,5.0909,4.5455,27.9782,27.9782,0.2917,19.9,30.9,25.4,30.9,30.9,33.9,28.4,30.9,30.9,30.9,25.4,30.9,30.9,13,11,,1,,6,2,,2,0.1818,2,,1,,1,,,
Lil'Jordan Humphrey,DEN,WR,44,No,No,No,41,11,No,Yes,11,1,0.2683,10,0.9091,93,42,12,56,,0.8293,0.1707,5.0909,101.9,2.2683,8.4545,2.0971,9.3,4.2,1.2,15.8761,15.8761,0.25,8.3,18.3,13.3,18.3,18.3,18.3,12.3,17.3,17.3,17.3,12.3,18.3,17.3,17,6,1,,0.0909,3,1,,1,0.1,,,,,,,,
Jordan Addison,MIN,WR,72,Yes,Yes,No,72,20,No,Yes,15,0.75,0.2778,12,0.6,130,15,19,251,,0.2917,0.7083,12.55,95.8,1.8056,6.5,-2.4081,10.8333,1.25,1.5833,35.1712,35.1712,0.2778,19,31,25,31,31,34,28,31,31,31,25,31,31,15,11,1,2,0.05,9,3,,1,0.0833,1,1,,,1,1,,
Tyler Lockett,SEA,WR,124,No,No,No,124,26,No,Yes,21,0.8077,0.2097,19,0.7308,229,40,2,253,,0.3387,0.6613,9.7308,112.5,1.8468,8.8077,0.657,12.0526,2.1053,0.1053,42.6585,42.6585,0.2097,28.9,47.9,38.4,47.9,47.9,50.9,41.4,47.9,47.9,47.9,38.4,47.9,47.9,17,20,,,,17,2,,,,3,1,1,,1,1,,
Tank Bigsby,JAX,RB,33,No,No,No,29,,Yes,Yes,,,,,,,,,,,,0.069,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,,,,0.931,,,,,,,,,,
Mike Woods,CLV,WR,35,No,No,Yes,35,5,No,Yes,4,0.8,0.1429,3,0.6,31,15,9,38,0.0571,0.2571,0.6857,7.6,77.9,0.8857,6.2,-1.1328,10.3333,5,3,8.8104,8.8104,0.1429,3.1,6.1,4.6,6.1,6.1,6.1,4.6,6.1,6.1,6.1,4.6,6.1,6.1,5,4,,,,2,,,1,0.3333,1,,,,,,,
Zach Pascal,ARZ,WR,2,No,No,No,2,,Yes,Yes,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,
Xavier Gipson,NYJ,WR,20,No,No,Yes,20,1,No,Yes,1,1,0.05,,,,,,4,,0.5,0.5,4,39.6,,,-6.0498,,,,1.4828,1.4828,0.05,,,,,,,,,,,,,,17,1,1,,1,,,,,,,,,,,,,
Cedrick Wilson,NO,WR,20,No,No,Yes,19,5,No,Yes,3,0.6,0.2632,3,0.6,30,7,6,31,,0.4737,0.5263,6.2,37.5,1.5789,6,-0.7398,10,2.3333,2,12.3505,12.3505,0.25,3,6,4.5,6,6,6,4.5,6,6,6,4.5,6,6,15,4,,,,,,,,,,,,,,,,
Sean Tucker,TB,RB,5,No,No,Yes,4,1,No,Yes,1,1,0.25,1,1,5,2,1,3,,,,3,87.5,1.25,5,-1.5094,5,2,1,1.3054,1.3054,0.2,0.5,1.5,1,2,1.5,1.5,1,1.5,1.5,1.5,1,1.5,1.5,17,1,,,,,,1,,,,,,,,,,
Ramel Keyton,LV,WR,3,No,No,No,3,1,No,Yes,,,0.3333,,,,,,10,0.3333,,0.6667,10,39.6,,,-7.5,,,,1.4216,1.4216,0.3333,,,,,,,,,,,,,,8,1,,,,,,,,,,,,,,,,
Joseph Fortson,KC,TE,2,No,Yes,Yes,2,,Yes,Yes,,,,,,,,,,,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,
John FitzPatrick,GB,TE,6,No,No,Yes,4,,No,Yes,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,
Mecole Hardman,KC,WR,10,No,No,Yes,10,1,No,Yes,1,1,0.1,1,1,8,1,1,7,,0.5,0.5,7,100,0.8,8,0.9355,8,1,1,1.5941,1.5941,0.1,0.8,1.8,1.3,1.8,1.8,1.8,1.3,1.8,1.8,1.8,1.3,1.8,1.8,12,,,,,,,,,,,,,,,,,
Shane Zylstra,DET,TE,4,Yes,Yes,No,4,,No,Yes,,,,,,,,,,0.25,0.25,0.25,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,0.25,,,,,,,,,,
Malik Heath,GB,WR,14,No,No,Yes,14,7,No,Yes,6,0.8571,0.5,6,0.8571,47,18,6,35,,0.0714,0.9286,5,94.6,3.3571,6.7143,-0.028,7.8333,3,1,10.0601,10.0601,0.5,4.7,10.7,7.7,10.7,10.7,10.7,7.7,10.7,10.7,10.7,7.7,10.7,10.7,10,7,,,,2,,,,,1,,1,,,,,
Luke Schoonmaker,DAL,TE,33,No,No,No,29,7,No,Yes,6,0.8571,0.2414,6,0.8571,40,7,7,38,0.5172,0.3103,0.1379,5.4286,90.5,1.3793,5.7143,-1.0001,6.6667,1.1667,1.1667,10.0247,10.0247,0.2121,4,10,7,10,13,10,7,10,10,10,7,13,10,17,3,,,,,,0.0345,,,1,,1,,,,,
Nate Adkins,DEN,TE,19,No,No,No,10,2,No,Yes,2,1,0.2,2,1,13,7,2,6,0.9,,0.1,3,93.8,1.3,6.5,0.2816,6.5,3.5,1,2.7922,2.7922,0.1053,1.3,3.3,2.3,3.3,4.3,3.3,2.3,3.3,3.3,3.3,2.3,4.3,3.3,17,1,,,,,,,1,0.5,,,,,,,,
Trent Taylor,SF,WR,2,No,No,No,2,1,Yes,Yes,1,1,0.5,1,1,11,2,1,9,,0.5,0.5,9,112.5,5.5,11,3.5461,11,2,1,1.4621,1.4621,0.5,1.1,2.1,1.6,2.1,2.1,2.1,1.6,2.1,2.1,2.1,1.6,2.1,2.1,2,,,,,,,,,,,,,,,,,
Jack Stoll,MIA,TE,9,No,No,Yes,7,1,No,Yes,1,1,0.1429,1,1,6,2,1,4,0.7143,0.2857,,4,91.7,0.8571,6,-0.0667,6,2,1,1.2826,1.2826,0.1111,0.6,1.6,1.1,1.6,2.1,1.6,1.1,1.6,1.6,1.6,1.1,2.1,1.6,9,,,,,,,,,,,,,,,,,
David Martin-Robinson,TEN,TE,1,No,No,No,1,1,No,Yes,1,1,1,1,1,6,6,,,,,1,,91.7,6,6,0.711,6,6,,1.316,1.316,1,0.6,1.6,1.1,1.6,2.1,1.6,1.1,1.6,1.6,1.6,1.1,2.1,1.6,5,,,,,1,,,,,,,,,,,,
Skyy Moore,KC,WR,1,No,Yes,Yes,1,1,No,No,,,1,,,,,,8,,,1,8,39.6,,,-7.5106,,,,1.607,1.607,1,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,
Chris Conley,SF,WR,17,No,No,No,17,4,Yes,Yes,2,0.5,0.2353,2,0.5,17,7,1,35,,0.2941,0.7059,8.75,21.9,1,4.25,-3.4906,8.5,3.5,0.5,8.4735,8.4735,0.2353,1.7,3.7,2.7,3.7,3.7,3.7,2.7,3.7,3.7,3.7,2.7,3.7,3.7,15,1,,,,1,1,,,,,1,,,,,,
Travis Homer,CHI,RB,8,No,No,No,6,,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,1,,,,,,,,,,
Aaron Jones,MIN,RB,50,Yes,Yes,No,43,3,No,Yes,3,1,0.0698,2,0.6667,19,14,3,3,0.0465,,0.0465,1,84,0.4419,6.3333,-0.034,9.5,7,1.5,4.1276,4.1276,0.06,1.9,3.9,2.9,4.9,3.9,3.9,2.9,3.9,3.9,3.9,2.9,3.9,3.9,17,,,,,1,1,0.907,,,,,,,,,,
Luke Farrell,JAX,TE,18,No,No,No,12,3,Yes,Yes,3,1,0.25,3,1,22,6,5,16,0.9167,0.0833,,5.3333,97.2,1.8333,7.3333,0.649,7.3333,2,1.6667,4.2916,4.2916,0.1667,2.2,5.2,3.7,5.2,6.7,5.2,3.7,5.2,5.2,5.2,3.7,6.7,5.2,17,3,,,,2,,,,,,,,,,,,
Luke Musgrave,GB,TE,13,No,No,Yes,13,1,No,Yes,1,1,0.0769,1,1,5,3,,2,0.5385,0.3846,0.0769,2,87.5,0.3846,5,-1.3701,5,3,,1.269,1.269,0.0769,0.5,1.5,1,1.5,2,1.5,1,1.5,1.5,1.5,1,2,1.5,7,,,,,,,,,,,,,,,,,
Christian Kirk,JAX,WR,43,No,Yes,Yes,43,6,No,Yes,5,0.8333,0.1395,3,0.5,18,-11,8,52,,0.7907,0.2093,8.6667,16.7,0.4186,3,-4.9084,6,-3.6667,2.6667,12.0922,12.0922,0.1395,1.8,4.8,3.3,4.8,4.8,4.8,3.3,4.8,4.8,4.8,3.3,4.8,4.8,8,6,1,,0.1667,1,2,,,,2,1,,,,,,
James Proche,CLV,WR,2,No,No,Yes,2,1,No,Yes,1,1,0.5,1,1,4,,,4,,1,,4,83.3,2,4,-2.0498,4,,,1.3967,1.3967,0.5,0.4,1.4,0.9,1.4,1.4,1.4,0.9,1.4,1.4,1.4,0.9,1.4,1.4,9,1,,,,,,,,,1,,1,,,,,
Puka Nacua,LA,WR,43,Yes,No,No,43,20,Yes,Yes,19,0.95,0.4651,17,0.85,192,72,43,140,,0.3023,0.6977,7,106.7,4.4651,9.6,2.4877,11.2941,4.2353,2.5294,34.8216,34.8216,0.4651,19.2,36.2,27.7,36.2,36.2,39.2,30.7,36.2,36.2,36.2,27.7,36.2,36.2,11,13,1,,0.05,7,3,,5,0.2941,3,1,2,,,,,
Joe Mixon,HST,RB,39,No,No,No,32,1,No,Yes,1,1,0.0312,1,1,4,,,4,,0.0625,0.0312,4,83.3,0.125,4,-2.6619,4,,,1.5114,1.5114,0.0256,0.4,1.4,0.9,1.9,1.4,1.4,0.9,1.4,1.4,1.4,0.9,1.4,1.4,14,,,,,,,0.9062,,,,,,,,,,
Kristian Wilkerson,LV,WR,4,No,No,No,4,1,Yes,Yes,1,1,0.25,1,1,9,5,4,4,,,1,4,104.2,2.25,9,2.9502,9,5,4,1.6759,1.6759,0.25,0.9,1.9,1.4,1.9,1.9,1.9,1.4,1.9,1.9,1.9,1.4,1.9,1.9,2,1,,,,1,1,,,,,,,,,,,
Eric Gray,NYG,RB,7,No,Yes,No,6,,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,,,,1,,,,,,,,,,
Trenton Irwin,CIN,WR,16,No,No,No,16,2,Yes,Yes,2,1,0.125,1,0.5,5,1,,22,,0.5,0.5,11,56.3,0.3125,2.5,-5.9744,5,1,,5.9952,5.9952,0.125,0.5,1.5,1,1.5,1.5,1.5,1,1.5,1.5,1.5,1,1.5,1.5,7,,1,,0.5,,2,,,,1,1,,,,,,
Jameson Williams,DET,WR,81,Yes,Yes,No,80,20,No,Yes,16,0.8,0.25,14,0.7,136,39,15,139,,0.35,0.65,6.95,88.7,1.7,6.8,-0.5951,9.7143,2.7857,1.0714,30.2493,30.2493,0.2469,13.6,27.6,20.6,27.6,27.6,30.6,23.6,27.6,27.6,27.6,20.6,27.6,27.6,15,14,1,,0.05,9,,,2,0.1429,3,,2,,,,2,0.1
Jalen McMillan,TB,WR,51,No,No,Yes,49,9,No,Yes,8,0.8889,0.1837,7,0.7778,87,16,8,99,,0.2653,0.7347,11,106.9,1.7755,9.6667,1.2631,12.4286,2.2857,1.1429,17.0938,17.0938,0.1765,8.7,15.7,12.2,15.7,15.7,15.7,12.2,15.7,15.7,15.7,12.2,15.7,15.7,13,6,1,1,0.1111,4,1,,,,,,,,,,,
E.J. Jenkins,PHI,TE,3,No,Yes,No,3,,No,Yes,,,,,,,,,,0.6667,0.3333,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,
D'Ernest Johnson,JAX,RB,29,No,No,No,26,1,Yes,Yes,1,1,0.0385,1,1,20,15,5,5,,,,5,118.8,0.7692,20,12.767,20,15,5,1.4555,1.4555,0.0345,2,3,2.5,3.5,3,3,2.5,3,3,3,2.5,3,3,13,,,,,1,,1,,,,,,,,,,
Theo Johnson,NYG,TE,98,No,No,Yes,79,6,No,Yes,4,0.6667,0.0759,4,0.6667,46,19,14,44,0.2785,0.6582,0.0633,7.3333,89.6,0.5823,7.6667,0.3218,11.5,4.75,3.5,13.1724,13.1724,0.0612,4.6,8.6,6.6,8.6,10.6,8.6,6.6,8.6,8.6,8.6,6.6,10.6,8.6,12,2,,,,3,,,2,0.5,,,,,,,,
Jahan Dotson,PHI,WR,62,No,Yes,No,61,6,No,Yes,4,0.6667,0.0984,3,0.5,28,3,1,48,,0.3115,0.6885,8,63.2,0.459,4.6667,-2.6541,9.3333,1,0.3333,8.7909,8.7909,0.0968,2.8,5.8,4.3,5.8,5.8,5.8,4.3,5.8,5.8,5.8,4.3,5.8,5.8,17,2,,,,2,,,2,0.6667,1,,,,,,,
DeVonta Smith,PHI,WR,64,No,No,No,64,25,No,No,25,1,0.3906,23,0.92,245,53,17,208,,0.4844,0.5156,8.32,107.5,3.8281,9.8,2.2754,10.6522,2.3043,0.7391,38.513,38.513,0.3906,24.5,47.5,36,47.5,47.5,50.5,39,47.5,47.5,47.5,36,47.5,47.5,13,17,,,,14,,,3,0.1304,7,,5,,,,,
Chris Collier,LV,RB,1,No,No,No,1,,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,1,,,,,,,,,,
Justyn Ross,KC,WR,3,Yes,No,No,3,,No,Yes,,,,,,,,,,,0.6667,0.3333,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,
Ray-Ray McCloud,ATL,WR,104,No,No,No,102,21,No,Yes,18,0.8571,0.2059,16,0.7619,159,37,30,172,,0.5,0.5,8.1905,77.3,1.5588,7.5714,-0.1004,9.9375,2.3125,1.875,31.4632,31.4632,0.2019,14.9,30.9,22.9,30.9,30.9,33.9,24.9,29.9,29.9,29.9,21.9,30.9,29.9,17,14,1,,0.0476,7,,,,,2,,1,,,,,
Eric Saubert,SF,TE,41,No,No,No,40,8,Yes,Yes,7,0.875,0.2,6,0.75,81,14,7,61,0.475,0.4,0.05,7.625,106.8,2.025,10.125,1.5612,13.5,2.3333,1.1667,13.3113,13.3113,0.1951,8.1,14.1,11.1,14.1,17.1,14.1,11.1,14.1,14.1,14.1,11.1,17.1,14.1,17,5,,,,4,1,0.075,,,,1,,,,,,
Brian Robinson,WAS,RB,46,No,No,No,31,1,No,Yes,1,1,0.0323,1,1,4,9,1,-5,,0.1935,0.0645,-5,83.3,0.129,4,-1.8711,4,9,1,1.95,1.95,0.0217,0.4,1.4,0.9,1.9,1.4,1.4,0.9,1.4,1.4,1.4,0.9,1.4,1.4,14,1,,,,,1,0.7419,,,,,,,,,1,1
Alvin Kamara,NO,RB,40,No,No,No,34,4,No,Yes,3,0.75,0.1176,3,0.75,28,20,5,12,,0.1765,0.0588,3,93.8,0.8235,7,0.4717,9.3333,6.6667,1.6667,5.6738,5.6738,0.1,2.8,5.8,4.3,7.3,5.8,5.8,4.3,5.8,5.8,5.8,4.3,5.8,5.8,14,2,,,,2,,0.7647,,,,,,,,,,
Aaron Shampklin,PIT,RB,5,No,No,No,4,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,1,,,,,,,,,,
Tucker Fisk,LAC,TE,15,No,No,No,10,4,No,Yes,4,1,0.4,4,1,31,12,4,19,1,,,4.75,99,3.1,7.75,1.3733,7.75,3,1,5.4997,5.4997,0.2667,3.1,7.1,5.1,7.1,9.1,7.1,5.1,7.1,7.1,7.1,5.1,9.1,7.1,9,,,,,1,,,1,0.25,,,,,,,,
Gus Edwards,LAC,RB,14,No,No,No,12,,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,1,,,,,,,,,,
Taysom Hill,NO,TE,12,No,Yes,No,12,6,No,No,5,0.8333,0.5,4,0.6667,39,20,9,23,0.25,0.4167,0.25,3.8333,84.7,3.25,6.5,0.1994,9.75,5,2.25,8.2854,8.2854,0.5,3.9,7.9,5.9,7.9,9.9,7.9,5.9,7.9,7.9,7.9,5.9,9.9,7.9,8,5,,,,2,,0.0833,,,1,,,,,,,
Demario Douglas,NE,WR,68,No,Yes,No,68,9,No,Yes,9,1,0.1324,9,1,79,32,20,47,,0.7941,0.1912,5.2222,103.2,1.1618,8.7778,2.3083,8.7778,3.5556,2.2222,17.0844,17.0844,0.1324,7.9,16.9,12.4,16.9,16.9,16.9,12.4,16.9,16.9,16.9,12.4,16.9,16.9,17,8,,,,3,,0.0147,1,0.1111,,,,,,,,
Sione Vaki,DET,RB,4,No,Yes,Yes,3,1,No,Yes,1,1,0.3333,1,1,8,3,1,5,,,0.3333,5,100,2.6667,8,0.767,8,3,1,1.347,1.347,0.25,0.8,1.8,1.3,2.3,1.8,1.8,1.3,1.8,1.8,1.8,1.3,1.8,1.8,11,,,,,,,0.6667,,,,,,,,,,
Alexander Mattison,LV,RB,39,No,No,No,33,3,No,Yes,2,0.6667,0.0909,1,0.3333,4,,,14,,0.0303,0.0606,4.6667,42.4,0.1212,1.3333,-5.5118,4,,,4.2771,4.2771,0.0769,0.4,1.4,0.9,1.9,1.4,1.4,0.9,1.4,1.4,1.4,0.9,1.4,1.4,14,,1,,0.3333,,,0.9091,,,,,,,,,,
Cade Otton,TB,TE,65,No,No,No,55,11,No,Yes,11,1,0.2,11,1,83,28,15,57,0.4182,0.4182,0.1636,5.1818,137.7,1.5091,7.5455,1.0515,7.5455,2.5455,1.3636,20.857,20.857,0.1692,20.3,31.3,25.8,31.3,36.8,31.3,25.8,31.3,31.3,31.3,25.8,36.8,31.3,14,8,,,,6,3,,,,2,2,2,,2,2,,
James Mitchell,DET,TE,1,No,No,No,1,,No,Yes,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
Malik Nabers,NYG,WR,126,No,Yes,No,126,47,No,Yes,41,0.8723,0.373,35,0.7447,380,120,97,389,,0.3175,0.6825,8.2766,104.9,3.0159,8.0851,0.6717,10.8571,3.4286,2.7714,79.9501,79.9501,0.373,44,79,61.5,79,79,82,64.5,79,79,79,61.5,79,79,15,40,3,2,0.0638,17,1,,7,0.2,8,1,4,,1,,,
Raheem Blackshear,CAR,RB,3,No,No,No,1,,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,,,,1,,,,,,,,,,
Tank Dell,HST,WR,62,No,No,No,62,13,No,Yes,8,0.6154,0.2097,8,0.6154,101,7,4,142,,0.3065,0.6935,10.9231,85.7,1.629,7.7692,-0.7977,12.625,0.875,0.5,21.0418,21.0418,0.2097,10.1,18.1,14.1,18.1,18.1,21.1,17.1,18.1,18.1,18.1,14.1,18.1,18.1,14,10,,,,6,,,,,1,,1,,,,,
Tyquan Thornton,NE,WR,12,No,No,No,12,1,No,Yes,1,1,0.0833,1,1,17,2,,15,,0.0833,0.9167,15,118.8,1.4167,17,6.5903,17,2,,1.9727,1.9727,0.0833,1.7,2.7,2.2,2.7,2.7,2.7,2.2,2.7,2.7,2.7,2.2,2.7,2.7,5,1,,,,1,,,,,,,,,,,,
Xavier Weaver,ARZ,WR,6,No,No,No,6,,Yes,Yes,,,,,,,,,,,0.1667,0.8333,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,
Breece Hall,NYJ,RB,55,No,No,Yes,36,6,No,Yes,6,1,0.1667,5,0.8333,22,10,6,15,0.0278,0.0278,0.1944,2.5,81.9,0.6111,3.6667,-2.7416,4.4,2,1.2,8.9983,8.9983,0.1091,2.2,7.2,4.7,9.7,7.2,7.2,4.7,7.2,7.2,7.2,4.7,7.2,7.2,16,4,1,,0.1667,,2,0.75,2,0.4,,,,,,,,
Trent Sherfield,MIN,WR,6,Yes,Yes,No,6,3,No,Yes,3,1,0.5,3,1,24,9,4,15,,0.5,0.5,5,100,4,8,1.5461,8,3,1.3333,4.6351,4.6351,0.5,2.4,5.4,3.9,5.4,5.4,5.4,3.9,5.4,5.4,5.4,3.9,5.4,5.4,17,2,,,,1,,,,,,,,,,,,
Dameon Pierce,HST,RB,9,No,No,No,6,,No,Yes,,,,,,,,,,,0.3333,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,0.6667,,,,,,,,,,
Blake Corum,LA,RB,12,No,No,No,6,,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,1,,,,,,,,,,
Pierre Strong,CLV,RB,23,No,No,Yes,22,4,No,Yes,4,1,0.1818,1,0.25,10,3,1,22,0.0909,0.0455,0.4091,5.5,39.6,0.4545,2.5,-4.8227,10,3,1,5.9745,5.9745,0.1739,1,2,1.5,2.5,2,2,1.5,2,2,2,1.5,2,2,13,2,3,,0.75,,,0.4545,,,,,,,,,,
Jacob Kibodi,CLV,RB,1,No,No,Yes,1,1,No,Yes,1,1,1,1,1,15,11,7,4,,,1,4,118.8,15,15,8.3381,15,11,7,1.5114,1.5114,1,1.5,2.5,2,3,2.5,2.5,2,2.5,2.5,2.5,2,2.5,2.5,1,,,,,1,,,,,,,,,,,,
Jha'Quan Jackson,TEN,WR,1,No,Yes,Yes,1,,No,Yes,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,
Rakim Jarrett,TB,WR,12,No,No,Yes,12,3,No,Yes,3,1,0.25,1,0.3333,6,3,2,24,,0.3333,0.6667,8,42.4,0.5,2,-5.2917,6,3,2,5.1088,5.1088,0.25,0.6,1.6,1.1,1.6,1.6,1.6,1.1,1.6,1.6,1.6,1.1,1.6,1.6,10,3,1,,0.3333,,1,,,,1,1,,,,,,
Julian Hill,MIA,TE,30,No,No,Yes,19,5,No,Yes,4,0.8,0.2632,3,0.6,35,19,12,26,0.6842,0.3158,,5.2,81.3,1.8421,7,0.3574,11.6667,6.3333,4,7.7657,7.7657,0.1667,3.5,6.5,5,6.5,8,6.5,5,6.5,6.5,6.5,5,8,6.5,16,3,1,,0.2,3,1,,1,0.3333,,,,,,,,
Erick All,CIN,TE,21,No,No,No,17,5,No,No,5,1,0.2941,5,1,35,23,12,12,0.7059,0.1765,0.1176,2.4,95.8,2.0588,7,0.8338,7,4.6,2.4,7.1259,7.1259,0.2381,3.5,8.5,6,8.5,11,8.5,6,8.5,8.5,8.5,6,11,8.5,9,1,,,,2,1,,,,,,,,,,,
Braxton Berrios,MIA,WR,12,No,No,No,12,1,No,Yes,,,0.0833,,,,,,4,,0.4167,0.5833,4,39.6,,,-6.0498,,,,1.5286,1.5286,0.0833,,,,,,,,,,,,,,6,1,,,,,,,,,,,,,,,,
